"","Median","low-CI","high-CI","p-value"
"Torulaspora delbrueckii",-0.91868044666483,-1.01208367108708,-0.824766784604436,1.72538487710277e-69
"Zygotorulaspora mrakii",-0.955584203896737,-1.05400049209475,-0.861560668272001,6.28087268933581e-81
"Pachysolen tannophilus",-0.439157441979166,-0.523655316936824,-0.354664335769136,7.00874263852278e-24
"Naumovozyma castellii",-0.00958364686472296,-0.104891349473831,0.0850388713551125,0.843396814683352
"Naumovozyma dairenensis",-0.887394106270165,-0.959897462792398,-0.815052463256755,1.06917552772571e-106
"Zygosaccharomyces bailii",0.395073520729937,0.338190772065305,0.452316102406636,1.15721841634451e-39
"Zygosaccharomyces parabailii",-0.01325283098647,-0.0226540313254498,-0.00383092840452736,0.0058910282039375
"Zygosaccharomyces rouxii",-0.332695214261773,-0.468029210503509,-0.196240466737761,2.0689124154194e-06
"Vanderwaltozyma polyspora",-0.594962835400493,-0.678573160749862,-0.511421265082313,2.89289032712595e-43
"Lachancea mirantina",-0.131515305245964,-0.23151070513037,-0.0300166881135087,0.0109871953498195
"Lachancea thermotolerans",0.247741829603298,0.133114934285822,0.363727996852294,2.67220216995403e-05
"Lachancea dasiensis",-0.280581315773579,-0.38688742475358,-0.174553990524946,1.93614898482049e-07
"Lachancea meyersii",-0.660005243649993,-0.746021606204672,-0.574375511877598,1.53176372624068e-49
"Lachancea sp. PJ-2012a",-1.0464695568739,-1.13621759682442,-0.956611427775281,8.35413047866292e-101
"Lachancea quebecensis",-0.809388755785513,-0.948659299758936,-0.67095225051747,8.44427252390298e-30
"Lachancea fermentati",-0.0791500477449019,-0.174371887998081,0.0152577127406676,0.10068697528614
"Lachancea nothofagi",-0.20179784204899,-0.320361204324303,-0.0848771978468765,0.000687740299014064
"Kluyveromyces lactis",-0.655244752889843,-0.75264481097654,-0.558626360601224,1.84022024141436e-40
