"","N.count","P.count","Missing","pvalue","2014_ZellerG-Median","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-p-value"
"Pyrenochaeta sp. DS3sAY3a",3,5,0,8,0.527814083899464,4.5228190233662e-69,0.54722575777666,1.082811168603e-32,0.114736579526803,0.000310606656058895,0.0730840862628507,0.0357100321277595,-0.342206052397818,1.68821561306791e-12,0.144863301345434,3.01661004868565e-52,-0.193635928280007,2.03459921305069e-10,-0.188985060497036,4.06642578827304e-30
"Epicoccum nigrum",4,4,0,6,0.0802875861052221,0.00111949254422542,-0.304178420509973,1.17101559433042e-15,-0.0135437972320403,0.734756500137564,0.24167679113308,1.12828561396285e-10,-1.20128721248532,1.12309021901915e-70,0.349521810067201,1.9938629946256e-276,0.0287003259945772,0.327180237231287,-0.115203562536167,5.88647229217504e-11
"Ascochyta rabiei",4,4,0,7,0.0756011043774164,0.000495230898684496,-0.230158189360318,1.73909392885788e-09,0.248173625968904,7.45084943949025e-25,0.112609949669246,0.000996652250838993,-0.872854898353813,1.74664946753328e-48,0.145413492612737,4.35457214360637e-74,-0.0285253429384089,0.287592028980311,-0.400108775611219,1.10865351028375e-148
"Exserohilum turcicum",3,5,0,8,0.319730056442793,5.63231009436191e-55,-0.440649968238594,8.75433848746031e-57,0.160075835740993,3.99844203735898e-06,0.525302316294734,9.46381049233734e-49,-0.714140813213301,1.17812507473278e-31,0.0573313927380333,7.31979221773469e-10,0.19113708298543,5.00533132377132e-12,-0.381266227585124,6.48052528255848e-116
"Bipolaris victoriae",5,3,0,8,0.295289848186988,2.18762725359019e-07,-0.253030962770723,0.00045534968993373,-1.04452854197496,1.05558337797546e-33,0.715396806389787,4.52304622938613e-15,-3.05289467449099,8.37204798486524e-58,0.178109755271189,1.17936625852746e-16,-0.215919734709071,2.0098108801943e-08,-0.518545732667413,1.02525769053803e-72
"Bipolaris zeicola",4,4,0,6,-0.592998136833584,2.29310367602387e-22,0.997682816909115,4.22486892364373e-30,-1.15332842832747,2.14259111279523e-38,0.979497526988529,1.01760197790469e-17,-1.68062180438221,1.26063563300244e-15,0.0441386660415205,0.0947414428801059,0.0273763652335846,0.707743504337411,-0.174856245529752,7.04622137070226e-05
"Bipolaris maydis",6,2,0,7,-1.19715000355666,6.2124501041863e-50,-1.00922464645684,2.52348951860068e-19,-4.05965599431287,3.41775243873623e-71,0.0618422615778613,0.670715239624022,0.982632225012048,1.36800730496911e-05,-0.0583667446365168,0.021341234942555,-0.370938154426702,1.38425686246077e-06,-0.558009654543958,3.90299425215604e-38
"Bipolaris sorokiniana",4,4,0,6,-0.32693697140668,1.5602946819428e-20,0.364448629846337,1.2007952038589e-10,0.039106311398304,0.325109131795301,0.0882537208668796,0.109040544855956,-1.03654691706445,5.50903068147486e-49,0.0942796362466907,7.18352323706306e-22,-0.162995579256781,2.72261949366515e-07,-0.12528490652418,8.27873960480998e-08
"Bipolaris oryzae",7,1,0,6,-0.0584589179762473,0.0708083936140633,-0.260793384668609,2.58050855127624e-09,-0.263743654537208,3.57416852382267e-08,-0.0439967058831394,0.40325046251428,-1.05011513310422,1.1275749880196e-38,0.0904054071770362,1.90979765695705e-11,-0.30581747969286,8.06163093161841e-22,-0.329613606208301,1.58766880420933e-57
"Stemphylium lycopersici",3,5,0,8,0.619039835547903,4.49300649837619e-164,-0.155663656540231,4.4060183805697e-08,0.373082120975777,5.32127244234402e-44,0.633191828341983,1.79290017912951e-67,-0.151774624713835,0.00285467714730838,0.0478946073866922,3.51432756355218e-08,0.311523304052837,1.00342361114167e-25,-0.12086432931897,9.30912877187035e-13
"Elsinoe australis",1,7,0,6,0.406761834377567,6.47440453602268e-48,0.401652055474328,9.68552026928361e-26,0.025779756911055,0.541281401849142,0.480810625032189,2.17645255589665e-14,0.0964274285870885,0.164747723039119,-0.0326476606319892,0.0499028449153159,1.1182067469198,1.4655478542338e-226,0.153776468863052,1.46584713025344e-13
"Aureobasidium melanogenum",5,3,0,6,0.0284694334102414,0.269160969152697,-0.156883710817498,0.000163630658543045,-0.135344247656211,0.00099193351041135,0.0418493083915442,0.212787190998805,-0.965179556803906,2.34263051786844e-42,0.148061510426576,1.67592257913646e-46,-0.169569235487807,1.32217918527151e-09,-0.24327806571849,2.70004022031877e-49
"Aureobasidium namibiae",7,1,0,8,-0.314831733016308,6.724796134259e-29,-0.702877090746073,1.75345091184077e-75,-0.206133950948601,4.52908173596044e-06,-0.264255608695083,8.90801897313287e-11,-0.782267946291188,8.854716857242e-33,0.126447343965183,8.62689645139622e-34,-0.492374246980086,9.829815620142e-59,-0.618288421573722,5.95324379133142e-241
"Aureobasidium subglaciale",6,2,0,6,0.156694012021611,3.50517525532745e-07,-0.0273117386054581,0.503894664282302,-0.547903977978889,8.97156250614758e-46,-0.204560582351522,6.74279313287145e-11,-0.883040796194411,2.13163623963954e-41,-0.0440128308918165,2.26440685533729e-05,-0.843096474645905,6.11417106462397e-117,0.0165272568668657,0.401311220305414
"Acidomyces richmondensis",8,0,0,7,-0.087439079620192,0.000188263525779219,-0.34088237325627,3.72478709094648e-28,-0.227027538460957,1.44453815695414e-11,-0.141326928136294,0.000401831765081609,-0.915992285945969,3.32533181428266e-38,-0.00881327595114213,0.224829358711802,-0.629165924291531,9.60458502768365e-108,-0.32577509890229,4.77722452564149e-97
"Rachicladosporium sp. CCFEE 5018",3,5,0,7,0.578822233254647,3.32555777636471e-49,-0.610035358721493,1.12132813400491e-12,-0.50558625540344,6.13296152249732e-16,0.758460584628665,7.68262437684993e-28,-1.27478164130724,2.58588665570282e-42,0.342626626734086,3.73105839747251e-69,0.528557361500214,3.38186198766949e-36,0.00576271316938258,0.855308632952166
"Rachicladosporium antarcticum",3,5,0,7,0.127774622420885,8.86839479043594e-08,0.310355791874188,1.05958575083375e-12,-0.2147191549586,2.51055184716102e-11,0.164103007841433,1.5759109564946e-08,-0.697276239770876,2.3758055862487e-40,0.0442178728906987,2.51060840333849e-07,-0.397799942539233,1.18209479153369e-40,0.0224587358717864,0.202831293344048
"Hortaea werneckii",7,1,0,7,-0.401177392650808,1.69372162767536e-64,-0.869259968466762,4.82104109096612e-119,-0.045239897283012,0.131119825502194,-0.155969788223257,2.26044076152056e-06,-0.46157787856217,2.04610848117092e-19,0.152588823895627,1.71489810424749e-75,-0.265883185640326,2.21562941218291e-21,-0.21188018217315,3.31102014374629e-35
"Baudoinia panamericana",6,2,0,8,-0.881949667743721,6.25153499947812e-189,-0.933314744050479,1.02766513571134e-120,0.173108057102684,1.72420864347704e-11,-0.193514215436298,2.15369908019568e-07,-0.500621247809557,4.44342833944291e-20,0.324247620044387,1.12850200929135e-246,-0.76503757056141,4.4397937066983e-120,-0.597302368819533,2.30646962009712e-219
"Sphaerulina musiva",2,6,0,7,1.01911617916299,2.69474530809267e-254,0.0150871296430524,0.685451633106302,0.584936610293222,1.60014958322384e-61,-0.0786667858248212,0.0250749139222264,-0.118057512347753,0.0364203236799696,0.225547187869503,1.01067525712755e-129,0.880787057765918,2.04754303861484e-149,0.343562920131668,8.55570370002228e-75
"Cercospora beticola",7,1,0,7,-0.159001628264746,1.08839541247916e-07,-0.24134025142552,2.49183140900471e-07,-0.0464580464545092,0.346181941381775,-0.221442886091459,4.55974030438316e-07,-2.29141039773413,2.00590273155912e-108,0.309435617437475,4.80434510352761e-135,-0.0815545433419717,0.0131123770512306,-0.529678821266301,8.31676732441949e-124
"Cercospora zeina",7,1,0,5,-0.0173196441217372,0.492285541297697,-0.260506418913429,1.49587186726532e-15,0.0432815451241671,0.134247206384619,-0.022811277715631,0.47398205630534,-0.750015956089786,2.15618726030963e-37,-0.233350884607091,0,-0.17183840106467,6.95580874413276e-09,-0.371270915708785,1.38463943424748e-97
"Cercospora berteroae",5,3,0,7,0.354126536473585,4.65672766167035e-45,-0.234435461757904,1.5883722655853e-07,-0.164390933934244,1.2237803746235e-06,0.0302674256659335,0.334842331600721,-1.22364992021229,2.18118476715852e-59,0.280740649456663,3.6855104223418e-217,-0.256962322848199,9.99087043678466e-19,-0.32599313111431,2.05709339786055e-71
"Zymoseptoria brevis",6,2,0,8,-0.46406155407011,5.0851630959191e-61,-0.784297631674305,7.50664703305301e-62,-0.098253350417469,0.0033444029237728,0.252692669302809,2.35862655910238e-07,-1.17768163640339,1.04653214631618e-67,0.334572733965495,7.0659084467721e-200,-0.196220236409935,3.65583592716013e-13,-0.64567651745193,2.48954607946028e-206
"Zymoseptoria tritici",4,4,0,7,0.555243534611586,2.25746890896152e-77,-0.00655338382036653,0.887782907944766,-0.57170792518541,2.86425913653031e-63,0.137832259954529,0.000658161625977109,-1.05820501165266,1.30737831107783e-29,0.0864319829585705,6.28998081522165e-16,0.362793413866994,9.01081197106747e-25,-0.158168747644791,5.57876528194044e-12
"Pseudocercospora eumusae",2,6,0,8,0.418715190130396,1.95751713327371e-67,-0.219075531947143,1.69358268336311e-08,0.277753735432729,1.37594461112429e-16,0.31145501011369,9.95974263278265e-22,-0.460118525398852,1.47329239296889e-15,0.188140536690737,1.17027922992331e-78,0.432533864637101,3.89531573865277e-41,0.223811164924424,5.61246568201308e-36
"Pseudocercospora musae",6,2,0,7,-0.579591224708037,9.93115088754064e-128,-0.548608887016406,4.92506794701138e-52,-0.287536083963236,2.42661581979753e-28,0.0124513842087224,0.715099459299184,-1.29425833552354,2.07965682460992e-97,0.145884976150131,1.01922933322673e-104,-0.737189439177836,1.16504061823098e-147,-0.602202872195014,8.95967461566366e-266
"Pseudocercospora fijiensis",7,1,0,7,-0.364238762678573,3.86535033130962e-74,-0.243327175434455,5.96900690468767e-18,-0.0158272040834983,0.447767561763705,0.292490141579407,1.0144899537746e-20,-0.80925896711445,5.19418172620145e-46,-0.0682114995794027,4.208337875924e-24,-0.436298480288753,3.67380062227223e-62,-0.423407837673258,5.88503392803068e-221
"Phaeomoniella chlamydospora",6,2,0,7,-0.111079107272382,1.28999749084481e-05,-0.133314643739309,6.33668325431275e-05,0.000946896325151305,0.98211605072721,0.351841700504413,1.18948949370324e-23,-0.813725861478778,7.04354865254377e-44,-0.0968101115129792,1.65005491860791e-28,-0.527585800190072,6.58499153499556e-86,-0.208977213548854,1.96088468299647e-27
"Endocarpon pusillum",6,2,0,6,-0.464869438264619,4.93261397887869e-82,-0.254408670373344,3.5257243462767e-13,-0.0190429867847295,0.484777698102277,-0.00602402098288646,0.858993409655559,-0.353362676972662,9.82308550307424e-11,0.158462609181967,2.40746836289332e-84,0.021290032676761,0.00955112701260094,-0.221830564886345,6.46975055447566e-91
"Cyphellophora europaea",6,2,0,8,-0.110173476494351,1.02095459569446e-05,-0.160674031313439,2.88159460080492e-06,0.0853704067736447,0.0169480358198261,-0.30885527394398,3.89695576604496e-20,-1.28781488167198,3.92298620924219e-59,0.0948713309655229,3.56067866762671e-23,-0.0870594241594672,0.00482247403442342,-0.103044038827944,8.82740196905971e-09
"Phialophora americana",5,3,0,6,-0.000493887380732709,0.986696546353867,0.389955566531125,1.83243738524486e-21,-0.288887510063393,4.46307255735758e-16,-0.21148968390557,1.56125172670324e-08,-1.10497751264503,3.95173179385823e-48,0.189083233868665,2.13622006566147e-83,-0.328868820759893,8.56325650218784e-23,0.0212814104824617,0.223997905924387
"Rhinocladiella mackenziei",6,2,0,5,-0.118260324352848,1.07048946398823e-07,-0.533288726846671,6.8013499283648e-40,0.022645477427484,0.387395305849043,-0.36138360102431,2.50035769118162e-30,-0.829631248769454,3.26904036028718e-44,0.267737742372304,7.62187968975586e-186,-0.024710108339542,0.37234343928117,-0.0211964621649026,0.218894547899582
"Capronia coronata",6,2,0,8,-0.120805945666576,6.00463185079533e-06,-0.608366206105389,7.26071422426164e-48,0.325767677249663,1.68924556339411e-20,-0.329881050925412,4.46012350355509e-13,-0.841817691344543,1.31236980940587e-38,0.304403875025378,5.74364303143411e-166,-0.388407891166311,1.48377060590236e-37,-0.341417456041534,1.96572003363151e-71
"Capronia epimyces",4,4,0,7,0.346087384004141,3.83153436416159e-44,0.0714278269553551,0.0341809473302411,-0.0349363268224893,0.223383046508266,0.16019557336472,1.87176809629843e-06,-0.689744619223202,5.5212649417572e-37,0.143010334238854,1.40802093540295e-41,-0.0924668520290259,0.00204672170746954,-0.0763982265493986,3.52665812920009e-06
"Exophiala dermatitidis",5,3,0,8,0.0533098229678137,0.0213865702119395,-0.332589179279831,2.69845355344507e-22,-0.16657736401882,9.15211311357096e-06,0.263707986815112,6.37780118242093e-14,-0.738902366558492,1.06313854156677e-24,0.29707785847538,2.62340554688479e-207,-0.243187584077965,2.8757819477256e-18,-0.255057036216347,1.12749142311036e-42
"Exophiala aquamarina",6,2,0,8,-0.187935100974435,2.00632382271491e-15,0.12875591696242,0.00011431104994437,0.0621054864877197,0.0379069940436232,-0.105154704000924,0.000476596520862425,-0.851438163374724,1.90754725903045e-58,-0.0500088672057426,6.71409826791403e-07,-0.149114589440908,4.87906466134172e-08,-0.181487449431116,6.40497912654498e-28
"Exophiala sideris",6,2,0,8,-0.0921868823727807,7.2979466380835e-06,-0.217772883545039,1.01757187395487e-13,-0.146880971509968,6.26693303149325e-08,0.0616664267140463,0.0438765856775563,-0.733240092252996,9.73848180162181e-37,0.283689535465353,1.46695428316432e-258,-0.47780966763646,1.60306853388704e-72,-0.362777403284183,9.48401596880957e-109
"Fonsecaea multimorphosa",5,3,0,7,0.278346488521279,6.79627214876659e-27,-0.541508717022799,1.2825794989387e-54,-0.0392322960069311,0.240713300288486,0.0692267134202615,0.0478226230358389,-1.25597673255208,1.94937723843593e-108,0.0914096880052988,8.5602386434336e-34,-0.666906239141945,1.86207424270309e-126,-0.177244565196232,1.13894970033544e-31
"Fonsecaea pedrosoi",6,2,0,8,-0.517134457625473,1.97035242721191e-83,-0.248941362291634,4.96314425461492e-12,-0.566212570000434,3.69637210658734e-64,0.335415459450142,2.52482292207837e-19,-0.640469343244524,8.1972841442881e-30,0.328064922665066,2.56465670135943e-252,-0.700067137455817,5.8431811861497e-111,-0.370951957649986,2.06935671275765e-114
"Cladophialophora yegresii",6,2,0,8,-0.23816558317105,2.61181260909448e-20,-0.518586191790634,4.25303408304754e-31,-0.239145025999869,9.32539820119993e-11,0.560668948193833,2.34686812153931e-28,-0.601295708492327,3.48749243069947e-17,0.31276223990366,3.17123669365293e-159,-0.202236005261923,7.45167926533182e-11,-0.137025287654324,3.68199282184884e-12
"Cladophialophora carrionii",5,3,0,7,0.402549660529646,1.80725817518992e-67,0.199312001948663,1.59388205979344e-05,-0.130391256535994,5.02155005548613e-05,-0.0449773320335856,0.30989031213562,-0.919449605602173,2.87729522634744e-46,0.0986818117414322,1.29067645912058e-23,-0.283527500361927,8.78737011592099e-23,-0.0718660904031776,1.4603572932112e-06
"Cladophialophora bantiana",4,4,0,7,0.487400318840871,3.71093831951919e-96,-0.108490543194119,0.00628524628566934,0.00806316114692868,0.813656745457664,0.749616356036273,3.48486175442119e-36,-0.984084151920271,2.13621888089075e-48,0.121011596231776,1.84327389374248e-24,-0.0625742190811977,0.0209653141313791,-0.053264000035403,0.00539315459034068
"Cladophialophora psammophila",6,2,0,8,-0.459589233570895,5.95021000408386e-55,-0.578191473977699,2.59044262325956e-22,-0.288573877458501,9.49366531848236e-13,0.246244503001686,4.15501811231151e-09,-0.65747630189648,6.55612925004013e-23,0.230961492160859,4.41145481590003e-129,-0.346805326915561,1.01874977663299e-28,-0.122931993519338,1.87098612957531e-12
"Ascosphaera apis",6,2,0,7,-0.290881461186851,5.24380045403702e-28,-0.0102440567494752,0.736735877996513,-0.506897446267416,2.05187799331993e-44,0.18971599076162,7.8600498537092e-06,-0.439902869274711,1.55760358966427e-10,0.149980543836655,2.27262875979535e-58,-0.340917269627789,1.36614789574009e-38,-0.237572980549708,2.84536304590904e-47
"Uncinocarpus reesii",4,4,0,7,0.0255942979423877,0.34393742287171,-0.393212149535854,1.04588086820744e-20,-0.138793506017348,0.000341872727920634,0.543896469608464,1.82843105366451e-37,-0.761981718054647,4.10847332818457e-32,0.0419462846660199,3.90451376266178e-05,-0.251260608543951,1.25783625158424e-22,0.0412530373514226,0.0239097047436017
"Nannizzia gypsea",5,3,0,7,-0.295052102020737,4.78243702871092e-32,-0.624392011138564,5.84876319108469e-38,0.0886749480277846,0.0061018096791038,0.348437371394278,4.17394628958028e-16,-0.684844221275364,5.08036293146017e-31,0.200265464926516,4.94691690709617e-49,-0.054553563501762,0.0581866225556476,-0.238365320713077,7.06597104391992e-29
"Microsporum canis",6,2,0,7,-0.393494173082449,1.09692874819114e-57,-0.435695245305538,1.07024845349321e-35,-0.119295854521552,2.9257807079279e-05,0.0577777427956519,0.176332585955921,-1.07192698626372,1.19067638172836e-78,0.0692289137130768,1.30007562263458e-14,-0.595945213713606,1.7722345200789e-103,-0.487471461448301,6.02985884232729e-173
"Trichophyton tonsurans",4,4,0,7,-0.925725005946033,7.40365779114993e-14,4.47333564938522,4.33960146627831e-55,0.491262687098498,0.0013466139743603,0.504035217074913,0.00301409517218801,-0.802701355520141,7.68575096607444e-05,-0.0302699759482956,0.176216948142046,0.41189490665761,3.04605168361882e-08,-0.433210557570815,6.25555490993966e-15
"Trichophyton interdigitale",6,2,0,5,-1.51594216699686,2.71044777470537e-42,0.0248942413944152,0.919684937523986,-0.9676699257249,5.14357672602242e-16,-0.894336909373775,4.92729976110999e-15,-2.27615083118961,1.98900511818721e-23,-0.0484246230328197,0.0914991806666648,0.0352266012054045,0.495214051797714,-1.51941524105369,5.93608152972941e-107
"Trichophyton soudanense",4,4,0,6,-0.666906502762519,1.48088669141321e-09,0.193930708654913,0.195715704653044,4.49532133649516,9.27637860722069e-16,-0.0827665751195892,0.711047595132757,-6.80972183676983,2.24839192986973e-16,0.785119989823986,1.31444987454539e-54,0.459170130455083,6.54742765351357e-14,-0.821838699886423,1.04931736330136e-33
"Trichophyton rubrum",3,5,0,6,-0.289780013512998,0.000108634762698869,0.155731306545038,0.102057532783357,0.345941832715606,0.00218512140779191,2.03898185732871,1.8041710591319e-16,-1.10550760874507,2.6815567340827e-10,-0.051887713192591,0.230060623104279,0.165682384445748,2.04523482809397e-19,0.383482964330563,9.58871336300892e-64
"Trichophyton equinum",2,6,0,6,-0.840701758705743,6.01775228982487e-11,0.0706154180952966,0.344903407176013,0.620763607510131,3.37340927446724e-05,1.91278015601154,3.50097461915396e-19,-1.51096997495942,1.50180399758442e-13,0.464951715484602,4.13805374766638e-46,0.0770708529958211,0.173476630913636,1.25080499103296,2.53270231100341e-71
"Trichophyton mentagrophytes",8,0,0,7,-2.83013270900246,1.30595120530494e-76,-0.168541298228052,0.184437049204081,-1.64327928804305,4.19809545082124e-26,-0.45988841400943,0.0132371734512216,-1.86834253210868,3.13126730766215e-08,-0.0891248078879352,9.23997883981679e-79,-1.30799757260563,9.25434982320964e-72,-0.939319480067975,2.0489890805062e-58
"Trichophyton verrucosum",8,0,0,8,-1.70195108517703,2.78539354209211e-104,-0.941980349092005,3.19941973307191e-49,-1.03343059541527,1.77996187095851e-23,-0.495762083845832,1.75233451415954e-05,-1.02078366459839,1.52456709765152e-09,-0.359426389449307,5.64560604009743e-65,-0.397776877533735,3.23573862051756e-36,-0.195249973652619,2.7984264641431e-14
"Trichophyton benhamiae",5,3,0,8,0.673877781487379,7.99987931500726e-37,-0.172854072385356,0.0238803180130996,-1.79773525602054,3.467851439944e-74,1.58741255636309,3.84048588414398e-51,-0.338671317266844,0.0010125579388574,0.688063368604487,6.95906798111372e-201,-0.333865401110061,5.00921650811402e-15,-0.244014255619641,6.17360157396829e-14
"Coccidioides immitis",7,1,0,8,-1.25075001257929,4.31817390939273e-87,-0.404972489266791,7.02581986872184e-09,0.918760423339387,6.99960116670754e-11,-3.27567485984143,5.56561346299899e-60,-2.22157088695942,1.10418011128096e-39,-0.300808910802772,4.00786950654348e-60,-0.970586929094232,2.85253281335709e-114,-0.523848665422949,9.9621447960119e-58
"Coccidioides posadasii",5,3,0,6,-1.6120767927171,4.04350745935062e-126,0.171850568100937,0.0271323403138403,-0.423811972610079,1.07213445824098e-07,2.01790693616844,5.20269919564287e-30,-2.24986642163171,4.95938881883436e-36,-0.408983474077319,3.65866067766399e-73,-0.0317051053236691,0.576798592469244,0.0245539699217861,0.442256251527345
"Paracoccidioides brasiliensis",6,2,0,7,-0.400112285335145,4.68241147504962e-50,0.136486875234009,1.28424454613051e-05,-0.551726869738028,2.8117218814899e-35,-0.200556823655938,9.88239326924114e-05,-1.37140522174669,8.62620855641537e-72,0.00184454918727957,0.845489307940459,-0.656737906757864,2.90192238658135e-156,-0.500921840869811,7.38579595941966e-221
"Paracoccidioides lutzii",5,3,0,7,-0.769463898734439,2.28092222632059e-209,-0.866682588294508,1.06650919776412e-120,0.00051302296746515,0.984351234747676,0.106974960909378,0.00508141584499173,-0.941403118367239,2.36300525075715e-59,0.304458973084339,0,-0.607089165111913,6.13167878435106e-120,-0.297658343069946,1.20002778998116e-94
"Emergomyces pasteurianus",5,3,0,7,-0.162225522444837,3.41715803633778e-13,0.208656092959169,1.87587864321714e-10,-0.0237122265499377,0.418445059768183,0.359717621424472,1.37066209171477e-18,-1.11542359350267,1.6817183297184e-85,0.0820873012241916,3.74904117733481e-31,-0.557874104667142,3.42320625367243e-82,-0.286305067670044,4.98755712331834e-86
"Polytolypa hystricis",6,2,0,7,-0.647922305817874,8.57113651264584e-178,-0.0935005261769673,0.00839643060489053,0.0107922679606364,0.738400834233636,-0.116704558360403,0.000216719669198387,-0.986892609084562,2.76169204320533e-64,0.316795677802072,0,-0.811616807605511,2.65148677510208e-191,-0.64434729373197,3.35136805114055e-295
"Helicocarpus griseus",6,2,0,8,-0.0910431462197957,0.00105317320225003,-0.389602567583679,2.05841344633605e-15,-0.302398368807629,3.33281066341144e-19,0.329532975151296,3.70282711305564e-16,-0.941136138894765,2.75702697985797e-42,0.131844856367922,7.52469839105064e-41,-0.565044274751318,7.21310373321394e-88,-0.212220334570358,4.0603460323692e-37
"Histoplasma capsulatum",6,2,0,8,-0.409720997775165,1.41946845502118e-91,-0.156247846879916,2.65212864942689e-13,-0.082998208429985,0.000359786761118633,0.162928879946413,1.63593726502212e-09,-1.04108130014547,6.12519414382334e-68,0.0987389121611311,1.81988781351369e-81,-0.351234520472403,3.71698697012185e-57,-0.438816872184504,3.49978997220523e-273
"Emmonsia sp. CAC-2015a",7,1,0,8,-0.389183437804294,2.71709966379804e-71,-0.444562083830709,2.29694141976919e-51,-0.275747466481416,1.25663207891611e-20,-0.108515413468205,0.000438785099298576,-1.488590668708,4.33047481440472e-115,0.0419843315571735,1.07067869068232e-08,-0.377048591396089,1.07094266070539e-50,-0.439186231721117,2.56935388839787e-161
"Emmonsia crescens",5,3,0,7,-0.146215478972283,3.93335792760192e-18,-0.0500540672356885,0.0347774017376761,0.00825879895347222,0.699135790167139,0.198540566825446,1.1891434804454e-08,-0.923476493443407,1.5068837682647e-106,0.251215652693143,0,-0.463112881120008,3.64081594202203e-78,-0.484896368951356,3.75480051615906e-282
"Blastomyces parvus",1,7,0,5,0.562056920626951,2.21045067319627e-130,0.278958108178884,1.9217377535811e-16,0.0468566823840539,0.148974727907564,0.190315659603369,1.05122743162598e-06,-0.67433675410431,1.67087970065172e-36,0.42858901663573,0,0.0414171660194992,0.162602639293299,0.00768233185962201,0.660174809122547
"Blastomyces percursus",6,2,0,7,-0.1479791403862,8.62608467062447e-09,-0.560225974520274,2.24406144029381e-54,-0.0628037613372683,0.0391774646421351,0.188977111253244,1.66730075762718e-06,-1.04036440063559,7.22507570834316e-63,0.077676811813243,8.39413466364081e-23,-0.288819948210906,1.19870766214571e-28,-0.012884263461231,0.465919788783884
"Blastomyces gilchristii",6,2,0,8,-0.574812418131142,2.37362002766174e-91,-0.188702450239519,1.42969394123757e-08,-0.356427971365715,6.41966343091871e-18,0.298952288367263,1.57775763674212e-09,-0.779090232858925,3.86734903168556e-21,0.0294083442450504,0.000172675738032728,-0.711695305427798,2.4867336273598e-174,-0.429421742829587,5.75516893768051e-135
"Blastomyces dermatitidis",6,2,0,8,-0.565932257870374,2.81245507295186e-141,-0.35071130977133,2.93501895450455e-41,-0.29020123782949,8.30197313018136e-19,0.518085712482924,1.66180563438727e-45,-0.783535849400629,2.55415777352198e-41,0.152702525184159,2.55060655435193e-109,-0.622073774851103,1.05837355228619e-145,-0.276829210019696,3.93567956747817e-88
"Blastomyces silverae",5,3,0,8,-0.650618078694587,3.42795545368455e-152,-0.333000974254796,1.31362616381621e-24,0.108439853449247,0.00100276083258647,0.342960473598858,5.3883994220806e-17,-1.7229931760593,8.38071621675198e-141,0.200253860278137,2.55002761644951e-123,-0.356496112073983,1.40528265635725e-35,-0.478361326741234,1.91035264465769e-171
"Byssochlamys spectabilis",6,2,0,7,-0.0150415777123716,0.525117227201128,-0.104273089017098,0.000465981282851907,-0.159828732036944,8.96363494433425e-09,0.0755547923256405,0.0410025622332749,-0.941744670596966,8.15269133183271e-61,0.131158334265388,2.41410307599062e-59,-0.461914523087073,9.57283311033379e-68,-0.36389197940507,9.63981031217711e-143
"Elaphomyces granulatus",4,4,0,8,0.0468112741125103,0.0125529749716417,-0.0494838665110651,0.0494850986878458,-0.121521781846939,2.84015291693342e-09,0.0842687585223586,0.00198454172360443,-0.449952208371758,8.75450965952744e-25,0.12599197869167,4.3314072259252e-90,0.326008429286873,4.42817583152829e-90,-0.0834154588278019,1.15519352976308e-10
"Rasamsonia emersonii",4,4,0,7,0.323696994603052,2.96469424066482e-55,-0.106490986810548,0.00185698823367758,0.0218141785568131,0.372139904419786,0.294427369397988,7.7111260671417e-28,-1.16411588323532,1.58008163933328e-71,0.0440409594839018,3.03710883803784e-09,-0.368016001015086,4.84400223898364e-42,-0.0782917488584508,1.20016305782402e-08
"Talaromyces marneffei",6,2,0,6,-0.638644433373748,4.60850571797734e-28,-0.177211668579716,0.0787686859484709,-0.209583394636133,0.000395358494408712,2.19620183177278,3.76200699066592e-24,-0.370589218765391,0.0232302299936665,-0.605560172384322,2.24541334528785e-230,-0.0938266731419688,0.0959550066448606,0.142336985018025,0.00056517318802379
"Talaromyces cellulolyticus",7,1,0,8,0.447684029037415,1.442327257733e-22,-0.592450949717777,7.88679041186891e-12,-0.815179654082104,4.25184413778776e-16,-0.21984236031968,0.0102848814592869,-2.95360152207182,1.82247781562639e-43,-0.240776990438907,9.94701242197407e-40,-0.284822952702207,6.0581272347098e-11,-0.789348222660601,3.08664111469823e-208
"Talaromyces stipitatus",4,4,0,7,-0.370412749420897,1.96239843666982e-57,0.296380885604124,2.3072851687427e-15,0.0471994253858748,0.116775186910076,0.297453277810284,8.11358354425302e-18,-0.919932710270873,2.71057700434568e-58,0.0415496319846887,8.43416385298551e-08,-0.335585736343032,1.17818331812495e-41,-0.229479677064272,2.80739939912725e-46
"Talaromyces islandicus",6,2,0,7,-0.2695212733587,1.01393920489022e-22,-0.0576197597367706,0.19857559605399,-0.437155647228063,1.68171223962389e-37,-0.196425883570257,6.57958736766686e-09,0.875894072778518,6.95854020666331e-63,0.116729752225766,2.09526496420469e-54,-1.18584985115038,1.2641509761586e-258,-0.058228167654484,0.000259057730327687
"Talaromyces rugulosus",5,3,0,7,-0.242497964500551,1.79847398970867e-24,-0.0447890933730696,0.154668523512351,0.0719174580195274,0.00960582956870651,0.476798618237907,4.82973657910796e-44,-1.2227129846403,7.52028697391366e-69,0.240981646071627,4.94796558107177e-189,-0.50682698624841,1.14519961052615e-82,-0.368443964621582,4.81013458424902e-108
