full_name	Kingdom	Phylum	Class	Order	Family	Genus	Specie
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium_buryatense	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomicrobium	s__Methylomicrobium_buryatense
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium_alcaliphilum	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomicrobium	s__Methylomicrobium_alcaliphilum
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium_album	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomicrobium	s__Methylomicrobium_album
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_sp._DH-1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonas_sp._DH-1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_koyamae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonas_koyamae
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_sp._LW13	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonas_sp._LW13
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_denitrificans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonas_denitrificans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_methanica	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__Methylomonas_methanica
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	no_classified	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Spongiibacter	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter|s__Spongiibacter_sp._IMCC21906	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Spongiibacter	s__Spongiibacter_sp._IMCC21906
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Zhongshania	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Zhongshania	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Zhongshania|s__Zhongshania_aliphaticivorans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Zhongshania	s__Zhongshania_aliphaticivorans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Oceanicoccus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Oceanicoccus	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Oceanicoccus|s__Oceanicoccus_sagamiensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__Oceanicoccus	s__Oceanicoccus_sagamiensis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Congregibacter	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Congregibacter|s__Congregibacter_litoralis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	s__Congregibacter_litoralis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus|s__Halioglobus_pacificus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	s__Halioglobus_pacificus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus|s__Halioglobus_japonicus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	s__Halioglobus_japonicus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Agarilytica	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Agarilytica	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Agarilytica|s__Agarilytica_rhodophyticola	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Agarilytica	s__Agarilytica_rhodophyticola
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Teredinibacter	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter|s__Teredinibacter_turnerae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Teredinibacter	s__Teredinibacter_turnerae
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Saccharophagus	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus|s__Saccharophagus_degradans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Saccharophagus	s__Saccharophagus_degradans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Simiduia	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Simiduia	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Simiduia|s__Simiduia_agarivorans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Simiduia	s__Simiduia_agarivorans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp._KY-YJ-3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio_sp._KY-YJ-3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp._PSBB023	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio_sp._PSBB023
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_japonicus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio_japonicus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp._PSBB006	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio_sp._PSBB006
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._A4B17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_sp._A4B17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_thermotolerans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_thermotolerans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._THAF38	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_sp._THAF38
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_aggregans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_aggregans
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._ALW1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_sp._ALW1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_agarilyticus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_agarilyticus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_hydrolyticus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_hydrolyticus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._GL-2	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer_sp._GL-2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	no_classified	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Beggiatoa	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Beggiatoa	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Beggiatoa|s__Beggiatoa_leptomitoformis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Beggiatoa	s__Beggiatoa_leptomitoformis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrospira	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira|s__Thiomicrospira_sp._S5	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrospira	s__Thiomicrospira_sp._S5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira|s__Thiomicrospira_aerophila	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrospira	s__Thiomicrospira_aerophila
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira|s__Thiomicrospira_cyclica	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrospira	s__Thiomicrospira_cyclica
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrorhabdus	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_sp._G1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrorhabdus	s__Thiomicrorhabdus_sp._G1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_sp._13-15A	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrorhabdus	s__Thiomicrorhabdus_sp._13-15A
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_aquaedulcis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrorhabdus	s__Thiomicrorhabdus_aquaedulcis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Piscirickettsia	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Piscirickettsia	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Piscirickettsia|s__Piscirickettsia_salmonis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Piscirickettsia	s__Piscirickettsia_salmonis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_sp._P1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	s__Cycloclasticus_sp._P1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_sp._PY97N	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	s__Cycloclasticus_sp._PY97N
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_zancles	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Cycloclasticus	s__Cycloclasticus_zancles
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_nitratireducenticrescens	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__Methylophaga_nitratireducenticrescens
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_frappieri	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__Methylophaga_frappieri
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Hydrogenovibrio	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_thermophilus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Hydrogenovibrio	s__Hydrogenovibrio_thermophilus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_marinus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Hydrogenovibrio	s__Hydrogenovibrio_marinus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_crunogenus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Hydrogenovibrio	s__Hydrogenovibrio_crunogenus
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	no_classified	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Allofrancisella	no_classified
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella|s__Allofrancisella_inopinata	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Allofrancisella	s__Allofrancisella_inopinata
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella|s__Allofrancisella_frigidaquae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Allofrancisella	s__Allofrancisella_frigidaquae
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella|s__Allofrancisella_guangzhouensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Allofrancisella	s__Allofrancisella_guangzhouensis
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Francisella	no_classified
